,description,field,desc_id,label,eadid
481,"A Colour Atlas of Comparative Veterinary Haematology by C M Hawkey and T B Dennett, 1989, 192 pp. illustrated. London, Wolfe Medical Publications. £40.00. ISBN 0723409307 [Book Review]

",Title,3722,{'Unknown'},Coll-1362
552,"A tranche of material acquired in 2012 is composed of diaries and journals, notebooks, notes, talks and broadcast scripts, letters, newspaper clippings, more specifically:    
      Box containing school reports, a copy of school newspaper, and letters: Merchant Taylors' School (Crosby) Terminal Reports, Summer Term 1930 to Winter Term 1936; a copy of Merchant Taylors School newspaper, 'Weekly Echo', No.1. (ed. B.H.Kenrick), Tuesday 7 February [?1933]; a copy of Merchant Taylors' Old Boys' Association (Old Crosbeians), May 1968, with on p.7 a news item on the Rev. B. Kenrick; a folder of letters, undated, and 1953-1956; and 2 x folders letters and other correspondence, undated, and 1950s-1960.
      Box containing diaries or journals covering the years 1927, 1933, 1934, 1936, 1937, 1937-38, 1939, 1940, 1/1942 to 4/1942, 4/1942 to 9/1942, 9/1942 to 10/1942, 10/1942 to 1/1943, 1/1943 to 8/1943, 9/1943 to 6/1944, 1944, 1949, 1951, 1951-52, 1953, 1954, 1955-56, and 1956-58. There are also 3 x small boxes of notes, letters and ephemera.
      Box containing diaries or journals, and notebooks, being: diaries or journals covering the years 1958/59, and diaries covering all years 1963 through 1977, and 1983; notes on Calvin, the Theology of John Knox, Knowledge of God etc; folder containing miscellaneous notes; notes designated I-IV on Cuba; notes designated V-VI; notebook on Cuba 1976; notebook on Chile, Brazil, Argentina; notebook on Guyana; and notebook on Cuba, Bahamas, Jamaica, St. Lucia, Barbados; and a folder of material on the USSR, being 2 x small notebooks or diaries, cards of Yakov Lomko, Theodore Sealy, Valentin Berezhkov, an invitation to a cocktail party, from Counsellor of the Embassy of the USSR, a note of appointments on Wed. 2 April, no year, with Mr. Y.A.Lomko and Mr. L.M.Sheidin, and a note to Mr. Lomko, 4 April 1969.
      Box containing folders with material on Cuba (4 folders), and Guyana (2 folders), including letters (e.g. to/from publishers), newspaper clippings, manuscript notes, and copies of printed material.
      Box containing folders holding: the story of the 'Retreat from Burma', as told by a senior army officer, refugees and others; a manuscript 'Come out the wilderness' (East Harlem); material on 'The new humanity', being reviews of and correspondence about the work, from 1958-1959; publishers correspondence and contracts,1957-1970; material on the Iona Community; material on the East Harlem Protestant Parish; and material on East Harlem.
      Box containing folders with: sermons from c.1955-1985; sermons, including from Notting Hill, undated, and circa 1958; sermons and services, Bayswater, 1977-1979; talks, scripts, and articles; and BBC and radio talks, 1965-1967.
      Box containing folders with sermons, newspaper clippings, and printed matter including 'Bayswater Messenger'.
      Box containing folders with sermons, services, orders of service, and childrens services.
      Box containing folders with sermons/prayers on Iona, 1988-1989.
    
A small accession in 2013 is composed of a bundle of material for sermons for children.A small accession in 2017 (two folders) is composed of correspondence, newspaper clippings, extracts of magazine, handwritten notes and leaflets concerning the charity SHELTER. Also includes the first version of the book that would become ""Touched By Fire"", guidelines for SHELTER association members, campaign plan and public relations plan of SHELTER, and Bruce Kenrick obituary.

",Scope and Contents,3723,"{'Unknown', 'Masculine', 'Omission', 'Gendered-Role', 'Occupation'}",Coll-1363
1644,"Bruce Henderson Kenrick, clergyman and housing campaigner, was born 18 January 1920 in Aintree, Liverpool, the son of an accountant. He was educated at Merchant Taylors' School in Crosby. During the Second World War he served with the Army Medical Corps in West Africa - in the Gold Coast, now Ghana - and then with the Eighth Army and the Parachute Brigade in Italy. After the war he began studies in Medicine at Edinburgh University but during his studies he became involved with the Christian Union which led to his switching courses to Theology. He was awarded the degree of B.D. on 9 July 1954. Also in 1954, Kenrick married Isabel Witte, a Bostonian. After his ordination as a Presbyterian minister in 1961 - the Church of Scotland - he continued his studies at Princeton Theological Seminary and joined the ecumenical ministry of the East Harlem Protestant Parish (EHPP) which was involved in promoting a Christian response to rising racial tensions. Between 1956 and 1959, Kenrick served as a missionary in Bengal - in Calcutta - where he and his wife supported local movements for land reform. However, when he contracted typhoid in India they returned to the UK. The family then moved to Iona in the west of Scotland where he had become a member of the Iona Community - an ecumenical community created by the Rev. George MacLeod in 1938. Between 1962 and 1980 the Kenricks were in Notting Hill, London, where he worked with an ecumenical group ministry modelled on the EHPP. In 1963, while in Notting Hill, he established the Notting Hill Housing Trust after becoming appalled at the housing conditions in the area Kenrick's work in Notting Hill inspired him to found the housing charity Shelter which was launched in 1966 as a national campaigning body for housing. The charity was given a huge boost by the public outcry after the BBC screening of the Ken Loach film Cathy come home. Kenrick was then able to persuade the Labour government of Harold Wilson to introduce legislation to provide funding for housing associations to enable them to buy and renovate run-down properties, and also for a rent rebate scheme for poorer tenants. In 1980, Kenrick was appointed as a minister in the United Reformed Church in Bayswater. Later still, he moved to another ministry in Hackney before retiring to Iona where he often served as a locum minister. Prior to that, in 1983, he became divorced from his wife. Kenrick's publication record includes The new humanity (1956), Come out the wilderness (1962) which was his account of his experience with the EHPP, and which carried a foreword written by the Rev. Trevor Huddleston, and A man from the interior (1980) which was written after a visit to Cuba and in which he argued that Communism and Christianity could co-exist. The Rev. Bruce Henderson Kenrick died 15 January 2007 in Oban, aged 86.

",Biographical / Historical,3724,"{'Gendered-Pronoun', 'Stereotype', 'Unknown', 'Masculine', 'Omission', 'Generalization', 'Gendered-Role', 'Occupation', 'Feminine'}",Coll-1363
5551,"Papers of Rev. Bruce Kenrick

",Title,3725,{'Unknown'},Coll-1363
1983,"Compiled by Graeme D. Eddie, Edinburgh University Library, Special Collections. Catalogued by Graeme D. Eddie5 February 2013. Description updated by Aline Brodin November 2017.",Processing Information,3726,{'Unknown'},Coll-1363
5571,"Papers regarding the joint research work by R.A Beatty and Karl Fredga on sperm F-bodies

",Title,3727,{'Unknown'},Coll-1364
4765,"List of Beatty's group's serial publications, 1927-1979

",Title,3728,"{'Omission', 'Unknown'}",Coll-1364
1594,"Bound typescript titled 'The Pigmentation of Cavernicolous Animals' by R.A Beatty, M.A, being the first part of a dissertation submitted in candidature for the Degree of Doctor of Philosophy at the University of Cambridge

",Title,3729,"{'Generalization', 'Unknown'}",Coll-1364
5586,Papers relating to lectures given by R.A Beatty,Title,3730,{'Unknown'},Coll-1364
5552,"Papers of Richard Alan Beatty

",Title,3731,{'Unknown'},Coll-1364
1593,"Bound typescript titled 'Effects of Chemical and Genetic Factors on Embryonic Development' by R.A Beatty, M.A, being the second part of a dissertation submitted in candidature for the Degree of Doctor of Philosophy at the University of Cambridge

",Title,3732,"{'Generalization', 'Unknown'}",Coll-1364
11234,"Typescript annotated 'Some recent Russian papers on developmental genetics' by R.A Beatty and G.R. Ritchie

",Title,3733,{'Unknown'},Coll-1364
11268,"Typescript titled 'Conference on environmental influences on prenatal development, 1956. Morning session August 2nd 1956. Contribution by R.A Beatty.'

",Title,3734,{'Unknown'},Coll-1364
11267,"Typescript titled 'Conference on environmental influences on prenatal development, 1956. Afternoon session August 3rd 1956. Contribution by R.A Beatty.'

",Title,3735,{'Unknown'},Coll-1364
11278,"Typescript titled 'Polyploid mouse eggs' by R.A. Beatty and M. Fischberg (one page only)

",Title,3736,{'Unknown'},Coll-1364
11273,"Typescript titled 'Heteroploidy in pre-implantation mouse eggs' by R.A Beatty and M. Fischberg

",Title,3737,{'Unknown'},Coll-1364
8186,"Report from Beatty to C.H Waddington regarding the rabbit facilities at the Institute of Animal Genetics and potential research projects

",Title,3738,"{'Omission', 'Unknown'}",Coll-1364
11274,"Typescript titled 'Memo on work with mouse: Beatty, Braden, Edwards, Gates'

",Title,3739,"{'Omission', 'Unknown'}",Coll-1364
2252,"Copy of a letter from R.A Beatty to the Agricultural Research Council regarding the Developmental Biology Conference Series 1956

",Title,3740,{'Unknown'},Coll-1364
2250,"Copy of a letter from R.A Beatty to the Agricultural Research Council regarding Beatty's attendance at the Tenth International Congress of Genetics, Montreal, 20-27 August 1958

",Title,3741,{'Unknown'},Coll-1364
3074,"Handwritten notes from a visit by Beatty and colleagues' to Cambridge, 25 April - 02 May 1951

",Title,3742,"{'Omission', 'Unknown'}",Coll-1364
2249,"Copy of a letter from R.A Beatty to the Agricultural Research Council regarding Beatty's attendance at the Society for the Study of Fertility's annual conference, Dublin, 28-30 May 1959

",Title,3743,{'Unknown'},Coll-1364
2251,"Copy of a letter from R.A Beatty to the Agricultural Research Council regarding his attendance at the Society for the Study of Fertility's annual conference, London, 25-27 May 1960

",Title,3744,"{'Gendered-Pronoun', 'Masculine', 'Unknown'}",Coll-1364
11271,"Typescript titled 'For Annual Report. Beatty. August 1960'

",Title,3745,{'Masculine'},Coll-1364
2241,"Copy of a letter from Beatty to the Agricultural Research Council concerning Beatty's attendance at the Fourth International Congress on Animal Reproduction, the Hague, Holland, 05-09 June 1961

",Title,3746,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
2242,"Copy of a letter from Beatty to the Agricultural Research Council concerning Beatty's attendance at the Society of the Study of Fertility's annual conference, Cambridge, 29 June-01 July 1961

",Title,3747,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
11270,"Typescript titled 'Final Report on Grant in aid of Research on Fertilisation and Early Embryonic Development, carried out by R.A.N Napier, 1st July 1957- 31 March 1961 - compiled by R.A Beatty, 25th August 1961'

",Title,3748,"{'Masculine', 'Unknown'}",Coll-1364
740,"Annotated reference list of publications from Beatty and colleagues and a page of 'General Instructions' about submitting research reports

",Title,3749,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
11277,"Typescript titled 'Notes by Beatty on personal work relating to Michurinism'

",Title,3750,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
2240,"Copy of a letter from Beatty to the Agricultural Research Council concerning Beatty's attendance at the Fifth International Congress on Animal Reproduction and Artificial Insemination, Trente, Italy, 06-13 September 1964

",Title,3751,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
11282,"Typescript titled 'R.A Beatty: Report on attendance at the Ninth International Congress of Genetics, Bellagio, Italy, 23-31 August 1953

",Title,3752,{'Unknown'},Coll-1364
11281,"Typescript titled 'R.A Beatty, April 1963-April 1964. For ARC Report.'

",Title,3753,"{'Masculine', 'Unknown'}",Coll-1364
11184,"Two letters between Beatty and the Agricultural Research Council regarding Beatty's attendance at two conferences

",Title,3754,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
4771,"Lists of Beatty's group's publications and a research report

",Title,3755,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
11279,"Typescript titled 'Progress Report. 1952 to date. Beatty, Briones, Edwards, Gates', with handwritten annotations

",Title,3756,"{'Omission', 'Unknown'}",Coll-1364
1964,"Commentary by Beatty on a paper by Khilia F. Kushner

",Title,3757,"{'Omission', 'Unknown'}",Coll-1364
3073,"Handwritten notes from Beatty and colleagues' visit to Cambridge, 19-24 February 1951

",Title,3758,"{'Omission', 'Unknown'}",Coll-1364
11286,"Typescript titled 'The effect of heterospermic insemination in animals and its biological nature: summary of a review by Kh. F Kushner and comments'

",Title,3759,{'Unknown'},Coll-1364
4607,"Letter to Beatty from the Royal Veterinary College, University of London, regarding Beatty's proposed visit

",Title,3760,"{'Masculine', 'Omission', 'Unknown'}",Coll-1364
11218,"Typed page titled 'Material for ARC Annual Report from Beatty'

",Title,3761,"{'Omission', 'Unknown'}",Coll-1364
11174,"Two departmental memoranda from Douglas Falconer regarding the Agricultural Research Council Annual Report

",Title,3762,{'Unknown'},Coll-1364
11217,"Typed page by Beatty titled 'ARC Annual Report: International Symposium, The Genetics of the Spermatozoon, August 16-20, 1971'

",Title,3763,{'Masculine'},Coll-1364
5570,"Papers regarding the inclusion of Beatty's report 'Separating Good Sperm from Bad' in the Agricultural Research Council newsletter

",Title,3764,"{'Omission', 'Unknown'}",Coll-1364
